Date,Close,High,Low,Open,Volume
2020-03-23,228.12100219726562,234.83044343836167,225.4372257008272,229.91018652822459,76466709
2020-03-24,239.3034210205078,245.11827050324914,237.96153267833674,239.75071713456484,81952933
2020-03-25,247.80210876464844,250.4858861158901,245.11833141340674,247.35481253944147,79447199
2020-03-26,250.48585510253906,250.48585510253906,246.46018957410539,250.0385589327131,52845633
2020-03-27,244.22369384765625,255.8533935546875,244.22369384765625,254.064208984375,68752306
2020-03-30,239.3034210205078,240.6453093626789,234.8304598799376,235.72505210805164,49159956
2020-03-31,245.1183319091797,245.1183319091797,241.0926658741749,244.2237394569564,48837923
2020-04-01,242.88182067871094,247.35478238550118,242.88182067871094,247.35478238550118,44515034
2020-04-06,246.46014404296875,246.46014404296875,241.53988708385322,244.22366360700715,56392754
2020-04-07,253.16966247558594,254.06425492249613,250.93318135831046,253.61695869904105,48787346
2020-04-08,254.958740234375,255.4060362698739,253.1695560923794,254.958740234375,37912826
2020-04-09,253.16966247558594,257.64262471013694,252.72236625213085,257.19532848668183,27620430
2020-04-10,250.03854370117188,252.2750244140625,249.59124755859375,250.48583984375,27252858
2020-04-13,249.14393615722656,251.82771284832774,249.14393615722656,249.14393615722656,22196596
2020-04-14,254.958740234375,255.4060362698739,250.48577987938597,251.38037195038376,48809688
2020-04-15,257.19525146484375,258.0898436438519,255.85336319633151,256.74795537533964,55216434
2020-04-16,256.3006896972656,258.0898742675781,253.16961669921875,253.16961669921875,47815280
2020-04-17,274.19256591796875,275.98175068741716,268.8250116096235,271.50878876379613,116368201
2020-04-20,271.9560546875,276.42901611328125,270.6141662597656,275.534423828125,41381669
2020-04-21,263.9047546386719,269.7196051646087,262.5628660557634,268.82501277600306,61479357
2020-04-22,263.0100402832031,263.90463225695555,259.87896837506975,263.45733627007934,42192580
2020-04-23,264.35205078125,268.3777165291878,263.01016219860406,268.3777165291878,39474478
2020-04-24,263.0100402832031,265.6938162044603,263.0100402832031,264.3519282438317,26008090
2020-04-27,266.5884094238281,267.0357054127943,264.79922546796354,266.5884094238281,38493406
2020-04-28,265.24658203125,267.03576639571037,263.45739766678963,267.03576639571037,37395165
2020-04-29,267.48309326171875,269.7195739746094,266.5885009765625,267.48309326171875,44059301
2020-04-30,272.40338134765625,272.8506775403453,269.7196041915217,270.1669003842108,55126085
2020-05-04,263.9047546386719,265.24664322158037,263.01016225006623,263.457458444369,71581861
2020-05-05,264.35205078125,266.58853175232656,263.9047545870347,265.2466431696806,23547405
2020-05-06,264.7992248535156,264.7992248535156,261.66815293801795,263.4573368897309,34240479
2020-05-07,266.1412658691406,267.48315460461527,263.4574883981913,263.4574883981913,27621198
2020-05-08,266.1412658691406,268.3777470949317,264.799377133666,268.3777470949317,32295893
2020-05-11,269.27227783203125,269.7195739746094,267.0357971191406,268.377685546875,28727019
2020-05-12,263.9047546386719,267.0358279987917,263.9047546386719,266.141235610186,52089788
2020-05-13,265.6939697265625,265.6939697265625,261.66830351858425,262.11559976391516,26156418
2020-05-14,262.11553955078125,263.90472412109375,261.6682434082031,262.11553955078125,34315948
2020-05-15,266.5884094238281,267.0357054127943,263.45733750106507,266.14111343486195,42494804
2020-05-18,259.4317626953125,262.5628356933594,259.4317626953125,260.32635498046875,84986065
2020-05-19,260.773681640625,263.01016261524444,260.773681640625,263.01016261524444,51250214
2020-05-20,263.0100402832031,263.0100402832031,260.32626436194596,262.11544830945076,32677994
2020-05-21,266.1412658691406,266.58856211429884,263.9047846433495,264.799377133666,30997468
2020-05-22,261.22088623046875,263.904662458864,260.326294154337,263.4573664207981,40192923
2020-05-25,261.22088623046875,262.1154783066005,258.08981396400765,259.87899811627113,26803223
2020-05-26,264.35205078125,266.14123555811125,262.56286600438875,263.9047545870347,33856481
2020-05-27,265.24658203125,266.5884703045953,264.35198984901984,265.6938781223651,23375959
2020-05-28,263.0100402832031,267.03570416508893,262.11544830945076,267.03570416508893,28444568
2020-05-29,261.22088623046875,261.6681822685346,259.43170207820526,261.22088623046875,79774181
2020-06-01,264.35205078125,265.2466431696806,262.56286600438875,263.01016219860406,35811214
2020-06-02,265.24658203125,266.1411742134802,264.79928594013495,264.79928594013495,24771587
2020-06-03,269.27227783203125,269.27227783203125,266.5885009765625,268.377685546875,65176337
2020-06-04,273.7452087402344,273.7452087402344,271.95602436938316,272.85061655480877,46572451
2020-06-05,278.6654968261719,279.11279296875,275.534423828125,275.9817199707031,42981262
2020-06-08,284.4803466796875,285.37493896484375,281.79656982421875,282.691162109375,50302921
2020-06-09,285.375,285.375,280.90203761755487,283.1385188087774,36417082
2020-06-10,288.5059814453125,289.84786973110465,284.48031658793604,285.37490877846415,39984259
2020-06-11,286.7168273925781,292.53167724609375,284.9276428222656,291.1897888183594,50104255
2020-06-12,282.69110107421875,284.03298921222927,279.56002875219417,280.0073247981977,45992918
2020-06-15,276.87628173828125,284.03301923070853,275.98168955172787,282.69113095087846,51032404
2020-06-16,281.7965087890625,283.5856929718502,280.90191669766864,283.5856929718502,36608216
2020-06-17,281.7965087890625,283.5856929718502,280.4546206519717,283.1383969261533,34522968
2020-06-18,283.6000061035156,284.0508805170347,282.2473828629583,283.6000061035156,29044474
2020-06-19,283.6000061035156,283.6000061035156,281.3456340359201,283.1491316899965,48130280
2020-06-22,281.3457336425781,285.4036048008846,281.3457336425781,283.60010650830395,37374616
2020-06-23,284.05096435546875,285.4035879952567,281.79659162248885,284.9527134486607,41300084
2020-06-24,286.30523681640625,288.5596087598425,284.95261365034446,287.657859982468,54147024
2020-06-29,281.3457336425781,284.0509810814491,279.5422353499975,283.14923193515875,56580892
2020-06-30,282.2474060058594,283.14915490683654,280.443908203905,282.69828045634796,48991860
2020-07-01,286.30523681640625,286.7561112050935,283.14911609559545,284.05086487296995,29532342
2020-07-02,290.3631591796875,290.3631591796875,286.7561634134802,287.657912355032,34526178
2020-07-03,297.1263122558594,298.0280613067118,294.4210651033022,294.87193962872846,53341987
2020-07-06,304.7911682128906,304.7911682128906,299.38067410260265,299.8315486117933,57256220
2020-07-07,305.24200439453125,312.0051211831841,304.7911299419544,309.75074892029977,59046323
2020-07-08,307.4964294433594,308.84905303328617,304.34030773353015,304.34030773353015,30720218
2020-07-09,311.1033630371094,312.90686079384625,309.2998652803725,312.0051119154778,35522376
2020-07-10,314.25958251953125,318.31745374288244,311.5543350372971,317.8665791625101,60902108
2020-07-13,319.6700744628906,319.6700744628906,316.0630778540005,316.5139524301118,48069523
2020-07-14,327.7857971191406,328.23667166813533,319.67005523723617,320.1209297862309,61764150
2020-07-15,327.33489990234375,333.6471431511493,325.53140183125646,330.0401470089747,73438362
2020-07-16,322.375244140625,325.5313654119318,318.7682484019886,323.72786754261364,68220512
2020-07-17,330.9418640136719,332.74536191020417,324.62962137580894,325.53137032407506,65727485
2020-07-20,330.04010009765625,333.64709572713883,326.883978921859,333.64709572713883,42769238
2020-07-21,345.3698425292969,348.97683827372816,334.9997297640569,335.9014787001647,64219128
2020-07-22,346.2716064453125,348.0751043955485,341.76286156972253,343.5663595199585,43759670
2020-07-23,344.0172119140625,345.3698352898714,341.76283962104765,344.4680863726655,45209282
2020-07-24,348.0750732421875,356.1908132918758,344.4680776645483,351.6820688198268,86682734
2020-07-27,382.7925109863281,382.7925109863281,375.5785178464209,379.1855144163745,99333798
2020-07-28,392.2607727050781,420.6658631423424,386.3994048370712,418.41149088541664,166307746
2020-07-29,380.5381164550781,389.104732820773,378.28374372726364,385.9486110018328,85663166
2020-07-30,391.3590393066406,397.67128187610257,386.3994201449205,393.613411652877,69293949
2020-07-31,383.6942138671875,389.55558258666275,383.6942138671875,384.1450883840702,49897674
2020-08-03,375.1275634765625,382.34155508188104,374.2258145258977,379.1854337545542,76429571
2020-08-04,383.6942138671875,383.6942138671875,377.3819706308295,380.0872177321258,41223445
2020-08-05,386.8503723144531,390.9082433527166,384.1451249556108,388.2029959938743,47223834
2020-08-06,392.2607727050781,394.966019413389,388.65377709399695,394.51514496200383,41029627
2020-08-07,390.457275390625,391.35902429452943,385.9485308711028,390.90814984257725,36589460
2020-08-10,392.71173095703125,394.51522914741946,385.49773819547846,385.49773819547846,36067500
2020-08-11,386.8503723144531,392.2608670321378,386.8503723144531,389.55561967329544,34545313
2020-08-12,377.8328552246094,381.8907259847782,377.8328552246094,380.53810239805523,52143474
2020-08-13,386.8503723144531,386.8503723144531,382.7925012761896,385.948623194839,44352335
2020-08-14,385.04681396484375,385.9485629436841,381.43981804948226,382.34156702832263,23419955
2020-08-17,392.2607727050781,392.2607727050781,383.6941581287603,385.0467814829158,34137731
2020-08-18,390.457275390625,397.22039216990834,389.55552648672057,396.76951771795615,41643160
2020-08-19,385.4976806640625,393.6134213096217,385.4976806640625,393.1625468293129,31486800
2020-08-20,374.2258605957031,385.4977238666581,361.60137373223364,385.04684933581984,75097235
2020-08-21,382.7925109863281,385.0468838425491,378.7346398451303,380.0872635588629,41609467
2020-08-24,385.94854736328125,391.80991548912544,383.2433005359685,385.49767289206244,48375406
2020-08-25,391.8099365234375,393.16256000970947,388.2029405600457,390.9081875325896,35977899
2020-08-26,398.572998046875,398.572998046875,392.26075599635885,392.71163042853857,39243340
2020-08-27,400.3765563964844,408.9431719049677,400.3765563964844,403.9835524000563,53072712
2020-08-28,392.2607727050781,397.2203916703147,388.65377709399695,396.7695172189296,56842210
2020-08-31,384.5959167480469,396.3186527802265,384.5959167480469,394.0642804663458,81480538
2020-09-01,392.2607727050781,392.2607727050781,385.94853038568607,387.75202819122666,37429577
2020-09-02,390.457275390625,397.6712666218606,388.2029031308639,397.6712666218606,34871407
2020-09-03,393.16259765625,396.3187194264263,390.9082249632669,396.3187194264263,34951617
2020-09-04,386.8503723144531,390.0064942331025,385.04687407522493,385.04687407522493,46119911
2020-09-07,384.1451110839844,390.0064801498198,383.2433619969328,385.9486092580876,32019312
2020-09-08,388.65380859375,390.45730654546117,385.4976871782555,385.9485616661833,23714670
2020-09-09,385.04681396484375,385.9485629436841,381.43981804948226,383.243316007163,40551362
2020-09-10,392.2607727050781,392.2607727050781,388.2029026426118,390.00640044815236,35098921
2020-09-11,393.6134948730469,393.6134948730469,390.0064983564554,392.71174574389903,34298469
2020-09-14,397.6712951660156,398.573044134646,392.7116758385483,393.1625503228635,39085833
2020-09-15,401.27825927734375,403.0817570718487,396.31864034245524,397.2203892397077,39061449
2020-09-16,413.00103759765625,416.6080335592078,410.7466651216865,414.804535578432,64261238
2020-09-17,406.6542053222656,412.5477445298347,404.8408086430136,410.73434785058265,42058506
2020-09-18,402.5740661621094,407.56090707177515,401.66736781489743,405.29416120374526,52454922
2020-09-21,398.94720458984375,408.0141865123402,398.94720458984375,402.1206482627175,39463920
2020-09-22,396.2271423339844,399.8539353988263,395.3204440677739,398.94723713261584,36130639
2020-09-23,393.0536193847656,397.58710980442845,391.69357225886677,395.32036459459704,45710963
2020-09-24,383.53338623046875,388.9735761060782,383.53338623046875,385.8001320119727,79806381
2020-09-25,384.4400634765625,388.0668565282282,381.7199686878132,387.16015826531174,38775269
2020-09-28,391.24029541015625,391.24029541015625,384.8934076514747,387.16015327957524,34156973
2020-09-29,390.7869567871094,394.413749889542,388.06686196028494,392.1470042005216,32230502
2020-09-30,392.60028076171875,394.4136769777082,390.33353549173194,390.33353549173194,27334204
2020-10-05,392.14697265625,397.13381277095374,391.2402744535766,397.13381277095374,32945832
2020-10-06,398.493896484375,400.7606421981655,396.68049991334254,400.3072930554074,35775395
2020-10-07,401.6673278808594,403.4807243949942,394.4137418243202,394.4137418243202,42926239
2020-10-08,410.7342834472656,411.64098164472097,406.6541415587166,408.01418885489966,60853811
2020-10-12,417.08123779296875,418.89463447902517,414.8144919353983,415.2678411069124,64719223
2020-10-13,418.8945617675781,421.61465632451046,413.9077217465356,421.61465632451046,45750738
2020-10-14,416.1744079589844,417.9878040720954,414.36101184587335,417.5344550438177,40809241
2020-10-15,410.7342834472656,413.9077271383593,408.01418885489966,413.45437803963165,47775028
2020-10-16,407.1075134277344,413.45440116491505,406.65416430365,408.9209099240717,46876801
2020-10-19,414.814453125,414.814453125,408.9209144467213,410.73431096311475,34470906
2020-10-20,408.9208984375,414.36108777369736,408.9208984375,413.001040439648,25205638
2020-10-21,410.7342834472656,413.45437803963165,408.920887052355,411.1876325459933,28058921
2020-10-22,412.5477294921875,412.5477294921875,407.5608888060182,408.01423795930634,23438547
2020-10-23,409.82763671875,415.267826586698,409.37428756308765,415.267826586698,18777385
2020-10-26,408.01422119140625,412.5477125379774,408.01422119140625,412.5477125379774,15059581
2020-10-27,405.2940368652344,406.654083968809,403.9339897616598,405.74738589975925,20117660
2020-10-28,402.5740661621094,405.29416120374526,401.66736781489743,403.4807645093213,24710230
2020-10-29,396.2271423339844,398.4938879995106,394.8670949346686,395.77379320087914,41285612
2020-10-30,391.6936340332031,396.2271251678467,391.6936340332031,396.2271251678467,47668895
2020-11-02,394.8670959472656,394.8670959472656,388.06685893324845,392.6003502759266,33477443
2020-11-03,399.8538818359375,401.66727812544286,397.1337874016794,398.4938346188085,30328495
2020-11-04,408.01422119140625,409.3742685953776,401.6673333062066,403.02738071017797,37512790
2020-11-05,408.9208984375,409.3742475488498,403.9340582126525,409.3742475488498,34886108
2020-11-06,410.28094482421875,413.00103948603675,408.0141992727037,412.54769037573374,30154140
2020-11-09,415.7211608886719,417.08120830706446,411.64101863349407,415.2678117492077,39245881
2020-11-10,408.9208984375,412.09434221694846,406.6541528807511,409.82759666019956,34820499
2020-11-11,414.361083984375,414.361083984375,406.6541491619085,406.6541491619085,36765561
2020-11-12,415.2677307128906,420.2545702738533,414.814381661894,419.80122122285667,40100880
2020-11-13,418.8945617675781,418.8945617675781,413.9077217465356,416.17446721064584,31037438
2020-11-16,438.8419494628906,439.2952985842366,425.2414758225118,426.1481740652037,81994937
2020-11-17,440.2019958496094,458.78930978352696,440.2019958496094,455.16251682081133,72413868
2020-11-18,450.6290283203125,450.6290283203125,441.10869673608056,444.2821405974912,50387727
2020-11-19,444.2821960449219,452.44248127840007,444.2821960449219,452.44248127840007,44220053
2020-11-20,442.46875,444.2821465163935,440.6553534836066,440.6553534836066,32281453
2020-11-23,450.1756896972656,451.98908623179636,446.09554749457135,448.36229316273483,38084006
2020-11-24,446.0955505371094,453.3491367247047,445.6422014003847,452.89578758797995,35479226
2020-11-25,441.5620422363281,449.2689772650936,441.5620422363281,448.81562814575443,41419632
2020-11-26,443.3753967285156,447.4555384162013,442.4686985756965,443.3753967285156,28893033
2020-11-27,443.3753967285156,446.09549118697277,441.108651346468,442.015349499287,32960189
2020-11-30,435.6685485839844,447.45562690155316,435.6685485839844,447.00227773549284,119895176
2020-12-01,444.2821960449219,444.2821960449219,438.38865670963213,443.8288468652842,37018651
2020-12-02,452.4424743652344,453.3491727106557,447.4556334654171,452.89582353794503,50621339
2020-12-03,450.6290283203125,452.8957739356058,448.8156318280778,452.8957739356058,35651379
2020-12-04,456.0691833496094,457.8825797048762,451.08234337262553,451.98904155025895,51172005
2020-12-07,466.04290771484375,466.9496059788804,458.78932160255044,464.2295111867704,44271244
2020-12-08,475.1099548339844,476.0166532210721,461.509479027668,466.04297096310677,40771761
2020-12-09,471.4831848144531,475.1099785437951,471.4831848144531,472.3898832467886,43314115
2020-12-10,464.2294921875,466.94958686828613,462.4160957336426,463.3227939605713,42556926
2020-12-11,467.8563537597656,468.7630521197651,457.8826717997706,468.7630521197651,45660960
2020-12-14,460.602783203125,465.1362751637857,460.602783203125,464.22957677165357,30260485
2020-12-15,456.9759521484375,462.41614205496654,456.9759521484375,459.69604710170205,39852366
2020-12-16,464.2294921875,466.94958686828613,459.69600105285645,461.50939750671387,52012348
2020-12-17,462.8627624511719,469.2407926424282,462.8627624511719,469.2407926424282,38215179
2020-12-18,464.6850280761719,466.50732230392157,461.95158673454733,462.8627338484222,39924864
2020-12-21,470.1519775390625,471.06312478235526,462.8627995927204,466.50738856589146,34813281
2020-12-22,463.7739562988281,470.15198713201437,463.7739562988281,466.50739808447935,22454277
2020-12-23,463.7739562988281,465.5962508225956,461.04051451317684,462.8628090369443,18086715
2020-12-24,464.6850280761719,466.50732230392157,462.8627338484222,465.5961751900467,14950143
2020-12-25,465.59625244140625,469.240841501613,464.68510517635457,468.3296942365613,12327895
2020-12-28,469.24078369140625,469.24078369140625,463.77390077461314,466.5073422330097,19087382
2020-12-29,469.24078369140625,471.0630779970039,467.4184893858085,469.24078369140625,19907528
2020-12-30,478.3522644042969,478.3522644042969,468.329645531064,470.1519398716518,46292401
2020-12-31,482.90802001953125,482.90802001953125,477.44113677402714,479.26343118919516,29970398
2021-01-04,488.37493896484375,492.0195280615963,481.08576077133864,482.9080553197149,38770328
2021-01-05,493.8417663574219,493.8417663574219,487.4637361646138,488.374883335015,34411866
2021-01-06,500.2197570800781,505.68663967111723,492.930580292026,505.68663967111723,53030554
2021-01-07,514.7981567382812,519.35389263862,503.8643905774682,504.775537757536,51166782
2021-01-08,528.4654541015625,528.4654541015625,520.2651280896417,528.4654541015625,59563555
2021-01-11,532.1100463867188,532.1100463867188,522.998572989686,525.7320150087958,48810990
2021-01-12,538.4879760742188,543.9548590800483,530.2876515654743,531.1987987331125,50232426
2021-01-13,551.2439575195312,551.2439575195312,540.3101930728628,542.1324871473075,62662393
2021-01-14,539.3991088867188,543.9548446036673,534.8433731697701,534.8433731697701,75288477
2021-01-15,547.5995483398438,569.4670843800371,547.5995483398438,565.8224950400049,92010500
2021-01-18,553.06640625,553.9775535420099,541.2214914538715,553.9775535420099,45726476
2021-01-19,571.289306640625,575.8450427382376,558.5332455673096,563.0889816649222,50672866
2021-01-20,589.51220703125,592.2456484857998,574.9338526069841,576.7561469100174,82066422
2021-01-21,613.2020263671875,618.668909217415,583.1341706909361,583.1341706909361,89019137
2021-01-22,591.3344116210938,605.9127638336323,591.3344116210938,591.3344116210938,125179403
2021-01-25,576.7561645507812,588.6010778827879,570.3781342950854,584.9564891652474,93050133
2021-01-26,562.1777954101562,583.1341800040518,555.7997653163619,575.8450027540013,100153482
2021-01-27,560.3555297851562,569.4670018141832,556.7109409735455,563.0889713938643,59985191
2021-01-28,547.5995483398438,553.9775796849001,544.8661063348195,546.6884010048357,96447533
2021-01-29,538.4879760742188,564.0000967680903,538.4879760742188,564.0000967680903,90745237
2021-02-01,556.7109985351562,557.6221458322678,534.843463404479,542.1326417813715,67462398
2021-02-02,575.8450317382812,581.3119149509864,566.7335597171059,573.1115901319287,78429188
2021-02-03,574.0227661132812,584.9565330868676,574.0227661132812,581.3119440956722,48738970
2021-02-04,571.289306640625,575.8450427382376,564.9112761039672,570.3781594211024,46371900
2021-02-05,575.8450317382812,584.0453565573391,574.9338845361638,581.3119149509864,53267273
2021-02-17,604.0906372070312,608.6463735358927,601.3571954097144,604.0906372070312,107614290
2021-02-18,601.3571166992188,605.9128524317886,597.7125281131629,605.0017052852746,53109010
2021-02-19,594.0679931640625,598.6237293079587,589.5122570201663,597.7125820791795,50279585
2021-02-22,592.2456665039062,603.1794326547475,592.2456665039062,601.357138296274,36474610
2021-02-23,584.0452880859375,585.8675822765332,576.7561113235545,584.0452880859375,50076333
2021-02-24,569.4669799804688,579.4895988281249,569.4669799804688,571.2892743164062,66206750
2021-02-25,578.5784912109375,579.489638441191,572.2004605991634,579.489638441191,43231417
2021-02-26,552.1552734375,563.0890412283416,552.1552734375,556.7110100170173,111861175
2021-03-02,554.8886108398438,566.7335237149143,554.8886108398438,565.8223765706781,54041533
2021-03-03,566.7337036132812,566.7337036132812,547.599607510582,554.888786978277,48252965
2021-03-04,547.5995483398438,556.7110216899243,547.5995483398438,554.8887270199082,67711962
2021-03-05,547.5995483398438,551.244137679876,532.1100436447067,535.7546329847389,79918467
2021-03-08,544.8660278320312,555.7997942768211,544.8660278320312,553.9774998693562,43219772
2021-03-09,542.1326293945312,542.1326293945312,533.0211566315979,533.0211566315979,68768861
2021-03-10,543.9548950195312,547.599483930885,540.3103061081777,547.599483930885,40146301
2021-03-11,554.8886108398438,557.6220522725523,542.132550820537,543.0436979647732,54416046
2021-03-12,559.4443359375,563.0889244452362,554.8886003028298,560.355483064434,33168846
2021-03-15,556.7109985351562,559.4444404264909,554.8887039409332,559.4444404264909,27416758
2021-03-16,558.5333251953125,558.5333251953125,553.0664410987841,555.7998831470484,36949425
2021-03-17,552.5864868164062,559.9055131318553,550.7567302375439,559.9055131318553,39517807
2021-03-18,550.7567749023438,557.1609234477198,550.7567749023438,554.4162883568443,29415526
2021-03-19,540.693115234375,547.097263807371,540.693115234375,543.4377503370876,70866028
2021-03-22,542.5228881835938,547.0972801581603,536.1187394192006,537.9484962090272,34089033
2021-03-23,543.4378051757812,551.6717113148082,542.5229267158894,546.1824405554569,29374037
2021-03-24,526.9697875976562,532.4590562184652,522.3953970803155,522.3953970803155,107253959
2021-03-25,526.05517578125,531.5444471807065,521.4807829483696,523.3105400815217,67833354
2021-03-26,539.7781982421875,541.6079548463983,530.6294152211335,532.4591718253442,36829858
2021-03-29,548.01220703125,550.7568424587855,545.2675716037145,548.01220703125,37884733
2021-03-30,546.1824340820312,548.9270694291771,541.6080418367882,548.9270694291771,33099123
2021-03-31,537.0335693359375,546.1823524592073,537.0335693359375,545.2674741468803,38790886
2021-04-01,550.7567749023438,550.7567749023438,543.4377479933426,547.0972614478432,43091157
2021-04-07,558.0757446289062,561.73525770844,556.2459880891394,561.73525770844,24603109
2021-04-08,560.820556640625,560.820556640625,551.6717710510553,554.4164067279262,23976625
2021-04-09,558.0757446289062,565.3947707879739,557.1608663590229,565.3947707879739,27303862
2021-04-12,553.5013427734375,560.8203687935821,551.6715862684014,559.9054905410641,22606128
2021-04-13,553.5013427734375,560.8203687935821,552.5864645209194,552.5864645209194,25971622
2021-04-14,559.905517578125,559.905517578125,548.9269780177697,556.2460043913399,30077913
2021-04-15,566.3096313476562,566.3096313476562,555.3310924523867,559.905483658749,33530942
2021-04-16,558.0757446289062,558.9906228987898,551.6715967397221,558.0757446289062,48507383
2021-04-19,551.671630859375,555.3311441652415,549.8418742064417,553.5013875123083,24231637
2021-04-20,550.7567749023438,550.7567749023438,544.3526263569677,547.0972614478432,34771635
2021-04-21,541.6079711914062,548.0121194994127,541.6079711914062,548.0121194994127,38458220
2021-04-22,540.693115234375,547.097263807371,540.693115234375,545.2675070722293,33868521
2021-04-23,550.7567749023438,550.7567749023438,539.7782345388418,541.6079912660922,27754511
2021-04-26,558.0757446289062,558.0757446289062,551.6715967397221,553.501353279489,30887664
2021-04-27,558.0757446289062,558.9906228987898,553.501353279489,556.2459880891394,26317481
2021-04-28,550.7567749023438,556.2460450840947,549.8418965387186,554.4162883568443,24024054
2021-04-29,548.9270629882812,557.1609689331054,548.9270629882812,557.1609689331054,31828333
2021-05-03,537.948486328125,546.1823917311065,537.948486328125,544.3526349748884,41762441
2021-05-04,540.693115234375,543.4377503370876,532.4592099262373,537.9484801316624,40273595
2021-05-05,535.2037963867188,543.4377009465144,535.2037963867188,543.4377009465144,29254785
2021-05-06,537.0335693359375,539.7782042729184,530.6294211496486,539.7782042729184,30725590
2021-05-07,548.01220703125,548.9270855070952,538.8634222727984,543.4378146520241,28075722
2021-05-10,538.8634643554688,546.1824927338113,537.948585808176,545.2676141865185,20434079
2021-05-11,522.3955688476562,530.6294744862357,521.4806904433697,529.7145960819491,59349193
2021-05-12,512.3318481445312,522.3955094473703,473.9069595336914,518.7359962463379,131741482
2021-05-13,500.43853759765625,515.0765935420119,494.9492666185229,500.43853759765625,66765627
2021-05-14,509.5872497558594,514.1616415849066,505.0128579268122,508.67237139004993,37533726
